link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/garrett-rolfe-lawsuit-atlanta-rayshard-brooks_n_5f2afedac5b6e96a22acde5f,Ex-Atlanta Cop Who Shot Rayshard Brooks Files Lawsuit Over Firing,CRIME,"Garrett Rolfe's lawsuit was filed the same day that prosecutors filed a motion to revoke his bond, citing an alleged travel violation.",Nina Golgowski,2020-08-05
https://www.huffpost.com/entry/greenville-south-carolina-lavish-lounge-shooting_n_5f01cce3c5b612083c5db35d,"2 Dead, 8 Injured After Shooting At South Carolina Nightclub",CRIME,Authorities are looking into the Greenville incident as possibly gang-related.,Nina Golgowski,2020-07-05
https://www.huffpost.com/entry/shooting-walmart-distribution-center-california_n_5ef881abc5b6acab2842e8f2,Shooting At Walmart Distribution Center In California Leaves 2 Dead,CRIME,The shooting by a 31-year-old man with a semi-automatic rifle started about 3:30 p.m. Saturday.,,2020-06-28
https://www.huffpost.com/entry/man-killed-shooting-at-breonna-taylor-protest-park-kentucky_n_5ef89170c5b612083c4ed6b9,"Louisville Man Fatally Shot During Breonna Taylor Protest, Coroner Says",CRIME,Video posted on social media appeared to show a man opening fire into a Kentucky park as people scrambled for cover.,"Dylan Lovan, AP",2020-06-28
https://www.huffpost.com/entry/car-thefts-spike-coronavir_n_5ecc08c6c5b6396df96b7b33,Car Thefts Spike During COVID-19 Pandemic,CRIME,"Despite silent streets and nearly nonexistent traffic, vehicle larcenies shot up 63% in New York and nearly 17% in Los Angeles from Jan. 1 through mid-May.","Stefanie Dazio, AP",2020-05-25
https://www.huffpost.com/entry/lori-vallow-brother-alex-cox-cause-of-death_n_5eb81493c5b6792f3f8ae786,Brother Of ‘Doomsday’ Mom Lori Vallow Died Of Natural Causes: Autopsy,CRIME,"Alex Cox is believed to have been one of the last people to see Vallow's two children, who have been missing since September.",Nina Golgowski,2020-05-10
https://www.huffpost.com/entry/increase-domestic-violence-killings-coronavirus-stay-at-home_n_5e907808c5b63e73d7e38fe7,"As Nation Stays Home, Early Indicators Suggest Rise In Domestic Violence Killings",CRIME,"While the death toll of the coronavirus pandemic mounts, another list of casualties is steadily increasing out of sight.",Melissa Jeltsen,2020-04-12
https://www.huffpost.com/entry/coronavirus-parties-despite-ban_n_5e80dc73c5b6256a7a2c95a1,"People Are Throwing Coronavirus Parties, Prompting Arrests And Citations",CRIME,"One man threw two parties in a week while a second man crammed 47 people and a DJ into a small apartment, police said.",Nina Golgowski,2020-03-29
https://www.huffpost.com/entry/jersey-city-shooting-jewish_n_5df26fb9e4b00c6926df1345,"Officials Say Jersey City Shooting Fueled By Hatred Of Jews, Police",CRIME,"Investigators recovered hundreds of shell casings and five firearms at the kosher market attack site, authorities said.",Hayley Miller,2019-12-12
https://www.huffpost.com/entry/principal-phillip-todd-wilson-arrested-child-porn_n_5dcd61fae4b0a794d1fbd8af,Principal Who Tried To Ban LGBTQ Books Charged With Child Porn,CRIME,"Phillip Todd Wilson, 54, faces 17 charges of child pornography possession and distribution.",,2019-11-14
https://www.huffpost.com/entry/devon-bailey-colorado-police-shooting_n_5dccfba6e4b0a794d1faa91d,2 Colorado Officers Who Shot Black Teen In The Back Won't Be Charged In His Death,CRIME,Body cam footage shows 19-year-old De’Von Bailey getting shot in the back as he ran from police. A grand jury said the officers were justified in killing him.,,2019-11-14
https://www.huffpost.com/entry/doctor-javaid-perwaiz-accused-unnecessary-surgeries-without-consent_n_5dc988f0e4b0fcfb7f6a6890,"Doctor Performed Hysterectomies, Other Surgeries Without Women's Consent: Feds",CRIME,One woman’s fallopian tubes were allegedly “burnt down to nubs” after going to Javaid Perwaiz for treatment.,Nina Golgowski,2019-11-11
https://www.huffpost.com/entry/alexis-crawford-clark-atlanta-student-found-dead_n_5dc60248e4b0fcfb7f6669ff,Missing Clark Atlanta University Student Found Dead,CRIME,The body of 21-year-old Alexis Crawford was found Friday at a park in DeKalb County.,,2019-11-09
https://www.huffpost.com/entry/adrian-richard-vergara-pleads-guilty-attacking-syrian-teenager_n_5dc19b4ce4b0bedb2d538239,San Diego Man Accused Of Beating Syrian Teen For Speaking Arabic Pleads Guilty,CRIME,"""What trash are you speaking?"" Adrian Richard Vergara reportedly asked the teen refugee before attacking him on a trolley.",Hayley Miller,2019-11-05
https://www.huffpost.com/entry/milwaukee-acid-attack-hate-crime_n_5dc0287ce4b0bedb2d4f9149,"U.S. Citizen Says He Was Splashed With Acid, Told To 'Go Back To Your Country'",CRIME,Milwaukee police arrested a 61-year-old man in what they are investigating as a hate crime.,Nina Golgowski,2019-11-04
https://www.huffpost.com/entry/persons-of-interest-butler-texas-deaths_n_5dc05df0e4b0bedb2d5048ac,Police Seeking Persons Of Interest After Couple Found Buried On Texas Beach,CRIME,A man and a woman were seen driving James and Michelle Butler's truck across the U.S.-Mexico border after the Butlers disappeared.,Nina Golgowski,2019-11-04
https://www.huffpost.com/entry/arrest-texas-homecoming-party-shooting_n_5db74ed5e4b006d4917372da,Arrest Made In Deadly Shooting At Texas College Homecoming Party,CRIME,"Brandon Ray Gonzalez, 23, faces a capital murder charge in Saturday night's shooting that left two people dead and a dozen others injured.",Nina Golgowski,2019-10-28
https://www.huffpost.com/entry/santa-monica-protest-bear-spray_n_5dad4cf0e4b08cfcc31e26d0,Guy In MAGA Hat Allegedly Unloads Bear Spray Into Crowd Of Anti-Trump Protesters,CRIME,Five people were treated after the attack with bear repellent at the Santa Monica Pier.,Ed Mazza,2019-10-21
https://www.huffpost.com/entry/nursing-home-workers-filmed-egged-on-fights-dementia-patients_n_5da60a83e4b002e33e761f4a,"Nursing Home Workers Allegedly Filmed, Egged On Brawls Between Dementia Patients",CRIME,"“Punch her in the face,” one suspect apparently said, according to the documents.",Elyse Wanshel,2019-10-15
https://www.huffpost.com/entry/chicago-apartment-shooting_n_5da305b7e4b087efdbafc47e,"Man Opened Fire In Chicago Apartment Complex, Killing 4 Neighbors: Police",CRIME,The 67-year-old man is also accused of injuring a woman in a separate unit.,,2019-10-13
https://www.huffpost.com/entry/jeffrey-epstein-crimes-stealing-a-bagel_n_5da226b1e4b06ddfc51ad829,Jeffrey Epstein Likened Underage Sex Charges To 'Stealing A Bagel': Report,CRIME,A new report details the late money manager's relationship with Bill Gates.,Sara Boboltz,2019-10-12
https://www.huffpost.com/entry/brooklyn-shooting-4-dead_n_5da1e2e7e4b087efdbaf1a88,4 Dead In Shooting At Illegal Gambling Site In Brooklyn,CRIME,"There was no immediate sign that the shootings had any connection to gangs, police said.",,2019-10-12
https://www.huffpost.com/entry/cuba-gooding-jr-groping-trial-new-charge_n_5d9f50e6e4b06ddfc515c326,Cuba Gooding Jr. Groping Trial Delayed After Indictment On New Charge,CRIME,"A sealed indictment alleges a “previously uncharged incident,” an assistant Manhattan district attorney said.",David Moye,2019-10-10
https://www.huffpost.com/entry/officers-arrest-texas-student-loaded-gun-middle-school_n_5d9fa914e4b02c9da0473fc7,Officers Arrest Texas Student For Bringing Loaded Gun To Middle School,CRIME,"The incident at a San Antonio middle school highlights the state's youth gun violence issue, with Texas leading the U.S. in unintentional shootings by children.",Sanjana Karanth,2019-10-10
https://www.huffpost.com/entry/michael-drejka-sentenced-markeis-mcglockton_n_5d9f6f4fe4b02c9da046957b,Killer Of Black Man In Parking Dispute Sentenced To 20 Years,CRIME,"Michael Drejka, who is white, was found guilty of manslaughter in the shooting death of Markeis McGlockton.",,2019-10-10
https://www.huffpost.com/entry/man-who-beat-slapped-and-pulled-womens-hijab-charged-with-a-hate-crime_n_5d9e19c4e4b06ddfc512adf6,Man Charged With Hate Crimes For Allegedly Beating Women And Yanking Hijab,CRIME,Kyle Allen was booked in San Diego on battery and hate crime charges in an assault on three Muslim women.,Rowaida Abdelaziz,2019-10-09
https://www.huffpost.com/entry/samuel-little-most-prolific-serial-killer-fbi_n_5d9c0e4ee4b0993898055ccf,"Samuel Little Is The Most Prolific Serial Killer In U.S. History, FBI Says",CRIME,"Little has confessed to strangling 93 women. The FBI has verified at least 50 of the claims and believes all of Little's confessions are ""credible.""",Dominique Mosbergen,2019-10-08
https://www.huffpost.com/entry/florida-woman-hides-in-ceilin_n_5d9bb7c0e4b0993898050b75,Accused Shoplifter Tries To Avoid Arrest By Hides In Store's Ceiling,CRIME,It took Florida deputies five hours to get the woman out of the ceiling.,,2019-10-07
https://www.huffpost.com/entry/key-witness-amber-guyger-trial-dead_n_5d994119e4b099389800d9a7,Key Witness In Trial Of Ex-Dallas Cop Who Killed Botham Jean Shot To Death,CRIME,Joshua Brown lived across from Botham Jean and provided a key witness account at Amber Guyger's trial in September.,Carla Herreria Russo,2019-10-06
https://www.huffpost.com/entry/kansas-city-tequila-bar-shooting_n_5d99d9d9e4b03b475f9adfd1,"Kansas Bar Shooting Leaves 4 Dead, 5 Injured",CRIME,Police are searching for two suspects involved in the mass shooting at Tequila KC Bar in Kansas City.,Hayley Miller,2019-10-06
https://www.huffpost.com/entry/alabama-university-students-arrested_n_5d9a3b8ce4b0fc935edc16ef,University Students Among Dozen Men Arrested in Alabama Statutory Rape Case,CRIME,"The defendants, which include Jacksonville State University students, are accused of having sexual relations with two girls between the ages of 13 and 15.",Nina Golgowski,2019-10-06
https://www.huffpost.com/entry/1700-catholic-priests-accused-of-child-sex-abuse-reportedly-living-freely-in-us_n_5d973848e4b02911e1197b81,"1,700 Catholic Priests Accused Of Child Sex Abuse Reportedly Living Freely In U.S.",CRIME,"A recent investigation from the Associated Press found that hundreds of accused priests are now working as teachers, nurses and even counselors for sexual assault survivors.","Claudia Lauer and Meghan Hoyer, AP",2019-10-04
https://www.huffpost.com/entry/california-law-usc-gynecologist-accusers-more-time_n_5d953c16e4b0da7f662133b8,New California Law Allows More Lawsuits Against USC Gynecologist To Go Forward,CRIME,"Hundreds of women accused George Tyndall of sexual assault, but the state's statute of limitations may have prevented their damage claims.",Carla Herreria Russo,2019-10-03
https://www.huffpost.com/entry/lawyer-gordon-caplan-sentenced_n_5d9631c4e4b0f5bf79713757,Lawyer Sentenced To One Month In Prison In College Admissions Scandal,CRIME,"Gordon Caplan, former co-chairman of a prominent New York corporate law firm, admitted to having his daughter’s ACT exam answers corrected.","Nate Raymond, Reuters",2019-10-03
https://www.huffpost.com/entry/khyler-edman-killed_n_5d94939ce4b0ac3cddb16f27,15-Year-Old Boy Killed Protecting Little Sister From Home Invader,CRIME,"Khyler Edman got into a violent struggle with the burglar while defending his 5-year-old sister, police say.",,2019-10-02
https://www.huffpost.com/entry/ex-yahoo-engineer-admits-hacking_n_5d93a5ebe4b0019647b01f0a,Ex-Yahoo Engineer Admits To Hacking Thousands Of Accounts For Sexual Images,CRIME,"Reyes Daniel Ruiz, 34, said he primarily targeted younger women, including his personal friends and work colleagues.",Nina Golgowski,2019-10-01
https://www.huffpost.com/entry/cassandra-medina-hernandez-meth-laced-bean-dip_n_5d8e37b7e4b0e9e7604c3b85,Deli Worker Accused Of Giving Meth-Laced Bean Dip To Co-Worker,CRIME,An Oregon deli worker is facing felony drug charges after she allegedly served meth-laced bean dip to a co-worker. On Thursday,David Moye,2019-09-27
https://www.huffpost.com/entry/second-arrest-in-mac-miller-probe_n_5d8d0276e4b0019647a5554f,Second Man Arrested In Probe Of Mac Miller's Overdose Death,CRIME,"Ryan Reavis, 36, was arrested in Arizona on drug charges as authorities investigate the late rapper's death.",,2019-09-26
https://www.huffpost.com/entry/mom-teen-arrested-school-shooting-columbine-washington_n_5d837842e4b0957256b23b77,Mom Thwarts Potential School Shooting After Alerting Cops To Son’s Plans,CRIME,Authorities are commending the mother for calling police after finding his plans to target his school on the anniversary of the Columbine shooting.,Nina Golgowski,2019-09-19
https://www.huffpost.com/entry/a-wisconsin-man-has-been-charged-with-kidnapping-murder-in-the-abduction-of-jayme-closs-slaying-of-her-parents_n_5c3cdb39e4b0922a21d77f2d,Jake Patterson Watched Jayme Closs Board School Bus Before Abducting Her: Prosecutors,CRIME,The 21-year-old Wisconsin man has been charged with kidnapping the teen and murdering her parents in October.,,2019-01-14
https://www.huffpost.com/entry/oklahoma-couple-arrested-after-3-year-old-dies-with-17-pound-tumor_n_5c3ca12ae4b0e0baf53f7b34,Oklahoma Couple Charged With Manslaughter After 3-Year-Old Dies With 17-Pound Tumor,CRIME,Henry Clarence Lilly III and Bonnie Beth Mills-Lilly are accused of failing to provide medical care for their daughter.,David Lohr,2019-01-14
https://www.huffpost.com/entry/jayme-smith-spent-pretty-good-nights-sleep-next-to-her-aunt_n_5c3a8714e4b01c93e00a6087,"Jayme Closs Spent First Night Home 'Next To Me,' Says Aunt",CRIME,"""What a great feeling to have her home,"" said relieved Jennifer Smith about her kidnapped niece.",Mary Papenfuss,2019-01-13
https://www.huffpost.com/entry/r-kelly-cook-county-state-attorney_n_5c354316e4b0f5aba7d932b2,Illinois Prosecutor Asks Possible Victims Of R. Kelly's Abuse To Come Forward,CRIME,"Cook County State Attorney Kim Foxx said she's spoken with the families of two possible victims, but needs more information to investigate.",Carla Herreria Russo,2019-01-09
https://www.huffpost.com/entry/elwyn-crocker-walmart-santa-kids-buried-backyard_n_5c265310e4b05c88b7000164,Former Walmart Santa Arrested After 2 Kids Found Buried in Backyard,CRIME,The suspect and three other adults have been charged with concealing the death of another person and cruelty to children in the first degree.,David Moye,2018-12-28
https://www.huffpost.com/entry/baby-jesus-statue-returns_n_5c21bd35e4b08aaf7a8ba55a,Baby Jesus Statue Returns To Church's Nativity Scene Nearly 90 Years After Theft,CRIME,"""I felt it should be returned to the rightful owner.""",Carla Baranauckas,2018-12-25
https://www.huffpost.com/entry/jacob-walter-anderson-fraternity-president-will-still-graduate_n_5c13c163e4b0860b8b5d8df1,Ex-Frat President Who Was Fined Only $400 For Alleged Rape Still Allowed To Graduate,CRIME,"Former Baylor University student Jacob Walter Anderson was banned from his current college campus, but could still receive his degree.",Alanna Vagianos,2018-12-14
